id,group,aritfact
4586997231980143023221641790604173881593129978336562247475177678773845752176969616140037106220251373109248,com.aliyun,aliyun-java-sdk-dysmsapi
9173994463960286046443283581208347763186259956673124494950355357547691504353939232280074212440502746218496,com.aliyun.oss,aliyun-sdk-oss
18347988927920572092886567162416695526372519913346248989900710715095383008707878464560148424881005492436992,com.fasterxml.jackson.module,jackson-module-kotlin
36695977855841144185773134324833391052745039826692497979801421430190766017415756929120296849762010984873984,org.apache.tomcat.embed,tomcat-embed-jasper
73391955711682288371546268649666782105490079653384995959602842860381532034831513858240593699524021969747968,org.springframework.boot,spring-boot-starter-security
146783911423364576743092537299333564210980159306769991919205685720763064069663027716481187399048043939495936,org.jeecgframework.nacos,nacos-naming
293567822846729153486185074598667128421960318613539983838411371441526128139326055432962374798096087878991872,org.jeecgframework.nacos,nacos-istio
587135645693458306972370149197334256843920637227079967676822742883052256278652110865924749596192175757983744,org.jeecgframework.nacos,nacos-config
1174271291386916613944740298394668513687841274454159935353645485766104512557304221731849499192384351515967488,org.jeecgframework.nacos,nacos-console
2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976,de.codecentric,spring-boot-admin-starter-server
